vision_adtf_info,1.0
2,MMPCEVOB0D0003_DE-GDXC674_20161212_163503.dat
category,startRow,nRows,type
visionVideoChunk,5,1321,visionVideoChunk
streamName,streamIndex,chunkIndex,timeStamp,dataTimeStamp,frameNumber
RightRawB,143,55475,100814356,100793411,4709
RightRawB,144,55852,100859831,100838865,4711
RightRawB,145,56280,100904944,100884319,4713
RightRawB,146,56657,100950480,100929774,4715
RightRawB,147,57040,100995825,100975235,4717
RightRawB,148,57419,101040924,101020689,4719
RightRawB,149,57807,101085928,101066143,4721
RightRawB,150,58184,101130870,101111597,4723
RightRawB,151,58574,101177416,101157051,4725
RightRawB,152,58921,101222194,101202505,4727
RightRawB,153,59327,101268734,101247960,4729
RightRawB,154,59713,101314379,101293421,4731
RightRawB,155,60100,101359847,101338875,4733
RightRawB,156,60484,101404837,101384329,4735
RightRawB,157,60853,101450353,101429783,4737
RightRawB,158,61247,101496101,101475237,4739
RightRawB,159,61628,101541172,101520691,4741
RightRawB,160,62023,101585370,101566146,4743
RightRawB,161,62407,101630913,101611607,4745
RightRawB,162,62789,101677453,101657061,4747
RightRawB,163,63173,101722218,101702515,4749
RightRawB,164,63553,101768757,101747969,4751
RightRawB,165,63941,101813802,101793423,4753
RightRawB,166,64323,101859406,101838877,4755
RightRawB,167,64713,101904840,101884332,4757
RightRawB,168,65093,101950396,101929793,4759
RightRawB,169,65488,101995878,101975247,4761
RightRawB,170,65862,102040943,102020701,4763
RightRawB,171,66254,102085974,102066155,4765
RightRawB,172,66633,102130923,102111609,4767
RightRawB,173,67019,102177476,102157063,4769
RightRawB,174,67402,102222254,102202518,4771
RightRawB,175,67780,102268842,102247979,4773
RightRawB,176,68174,102313832,102293433,4775
RightRawB,177,68567,102359450,102338887,4777
RightRawB,178,68962,102404890,102384341,4779
RightRawB,179,69342,102450447,102429795,4781
RightRawB,180,69731,102496174,102475249,4783
RightRawB,181,70118,102541232,102520703,4785
RightRawB,182,70543,102587041,102566164,4787
RightRawB,183,70890,102630960,102611619,4789
RightRawB,184,71277,102677513,102657073,4791
RightRawB,185,71672,102722277,102702527,4793
RightRawB,186,72060,102768831,102747981,4795
RightRawB,187,72454,102813862,102793435,4797
RightRawB,188,72836,102859473,102838889,4799
RightRawB,189,73272,102905118,102884350,4801
RightRawB,190,73652,102950586,102929805,4803
RightRawB,191,74043,102995951,102975259,4805
RightRawB,192,74425,103041078,103020713,4807
RightRawB,193,74818,103086177,103066167,4809
RightRawB,194,75205,103130969,103111621,4811
RightRawB,195,75601,103177550,103157075,4813
RightRawB,196,75955,103222314,103202536,4815
RightRawB,197,76367,103268854,103247991,4817
RightRawB,198,76759,103313892,103293445,4819
RightRawB,199,77152,103359510,103338899,4821
RightRawB,200,77543,103404943,103384353,4823
RightRawB,201,77918,103450493,103429807,4825
RightRawB,202,78317,103495995,103475268,4827
RightRawB,203,78706,103541285,103520722,4829
RightRawB,204,79107,103585477,103566177,4831
RightRawB,205,79496,103631013,103611631,4833
RightRawB,206,79885,103677580,103657085,4835
RightRawB,207,80278,103722337,103702539,4837
RightRawB,208,80664,103768877,103747993,4839
RightRawB,209,81060,103813915,103793454,4841
RightRawB,210,81448,103859533,103838908,4843
RightRawB,211,81843,103904932,103884363,4845
RightRawB,212,82228,103950516,103929817,4847
RightRawB,213,82629,103996005,103975271,4849
RightRawB,214,83008,104041049,104020725,4851
RightRawB,215,83405,104086073,104066179,4853
RightRawB,216,83790,104131043,104111640,4855
RightRawB,217,84180,104177610,104157094,4857
RightRawB,218,84569,104222402,104202549,4859
RightRawB,219,84952,104268975,104248003,4861
RightRawB,220,85352,104313945,104293457,4863
RightRawB,221,85749,104359570,104338911,4865
RightRawB,222,86149,104405003,104384365,4867
RightRawB,223,86534,104450553,104429826,4869
RightRawB,224,86926,104496014,104475280,4871
RightRawB,225,87320,104541352,104520735,4873
RightRawB,226,87747,104587148,104566189,4875
RightRawB,227,88099,104631073,104611643,4877
RightRawB,228,88487,104677626,104657097,4879
RightRawB,229,88885,104722397,104702551,4881
RightRawB,230,89277,104768937,104748012,4883
RightRawB,231,89673,104813975,104793466,4885
RightRawB,232,90059,104859593,104838921,4887
RightRawB,233,90498,104905224,104884375,4889
RightRawB,234,90882,104950692,104929829,4891
RightRawB,235,91273,104996064,104975283,4893
RightRawB,236,91658,105041184,105020737,4895
RightRawB,237,92055,105086140,105066198,4897
RightRawB,238,92439,105131089,105111652,4899
RightRawB,239,92836,105177669,105157107,4901
RightRawB,240,93191,105222434,105202561,4903
RightRawB,241,93604,105268967,105248015,4905
RightRawB,242,93996,105314005,105293469,4907
RightRawB,243,94390,105359636,105338923,4909
RightRawB,244,94782,105405077,105384384,4911
RightRawB,245,95157,105450620,105429838,4913
RightRawB,246,95557,105496115,105475293,4915
RightRawB,247,95945,105541412,105520747,4917
RightRawB,248,96347,105586115,105566201,4919
RightRawB,249,96736,105631194,105611655,4921
RightRawB,250,97124,105677693,105657109,4923
RightRawB,251,97515,105722457,105702570,4925
RightRawB,252,97901,105768990,105748024,4927
RightRawB,253,98296,105814035,105793479,4929
RightRawB,254,98683,105859653,105838933,4931
RightRawB,255,99078,105905100,105884387,4933
RightRawB,256,99463,105950636,105929841,4935
RightRawB,257,99865,105996131,105975295,4937
RightRawB,258,100242,106041162,106020756,4939
RightRawB,259,100637,106086186,106066210,4941
RightRawB,260,101020,106131142,106111665,4943
RightRawB,261,101409,106177723,106157119,4945
RightRawB,262,101797,106222487,106202573,4947
RightRawB,263,102176,106265675,106248027,4949
RightRawB,264,102575,106314065,106293481,4951
RightRawB,265,102959,106359683,106338942,4953
RightRawB,266,103391,106405266,106384396,4955
RightRawB,267,103773,106450803,106429851,4957
RightRawB,268,104167,106496141,106475305,4959
RightRawB,269,104552,106541465,106520759,4961
RightRawB,270,104945,106585663,106566213,4963
RightRawB,271,105332,106631179,106611667,4965
RightRawB,272,105713,106677746,106657128,4967
RightRawB,273,106110,106722524,106702582,4969
RightRawB,274,106490,106766285,106748037,4971
RightRawB,275,106884,106814088,106793491,4973
RightRawB,276,107271,106859713,106838945,4975
RightRawB,277,107661,106905112,106884399,4977
RightRawB,278,108039,106950696,106929853,4979
RightRawB,279,108424,106996191,106975314,4981
RightRawB,280,108808,107041222,107020768,4983
RightRawB,281,109193,107086253,107066223,4985
RightRawB,282,109574,107131188,107111677,4987
RightRawB,283,109957,107177783,107157131,4989
RightRawB,284,110344,107222547,107202585,4991
RightRawB,285,110752,107267653,107248039,4993
RightRawB,286,111141,107314350,107293500,4995
RightRawB,287,111531,107359749,107338954,4997
RightRawB,288,111917,107405176,107384408,4999
RightRawB,289,112289,107450726,107429863,5001
RightRawB,290,112684,107496262,107475317,5003
RightRawB,291,113070,107541641,107520771,5005
RightRawB,292,113465,107585723,107566225,5007
RightRawB,293,113849,107631218,107611686,5009
RightRawB,294,114233,107677819,107657140,5011
RightRawB,295,114619,107722618,107702594,5013
RightRawB,296,115000,107766277,107748049,5015
RightRawB,297,115390,107814148,107793503,5017
RightRawB,298,115776,107859766,107838957,5019
RightRawB,299,116165,107905172,107884411,5021
RightRawB,300,116544,107950763,107929872,5023
RightRawB,301,116928,107996251,107975326,5025
RightRawB,302,117308,108041268,108020780,5027
RightRawB,303,117695,108086313,108066235,5029
RightRawB,304,118075,108131289,108111689,5031
RightRawB,305,118459,108177842,108157143,5033
RightRawB,306,118845,108222614,108202597,5035
RightRawB,307,119252,108267706,108248058,5037
RightRawB,308,119641,108314178,108293512,5039
RightRawB,309,120025,108359809,108338966,5041
RightRawB,310,120413,108405236,108384421,5043
RightRawB,311,120789,108450806,108429875,5045
RightRawB,312,121182,108496267,108475329,5047
RightRawB,313,121561,108541558,108520783,5049
RightRawB,314,121952,108585790,108566244,5051
RightRawB,315,122328,108631292,108611698,5053
RightRawB,316,122713,108677872,108657152,5055
RightRawB,317,123100,108722637,108702607,5057
RightRawB,318,123478,108766357,108748061,5059
RightRawB,319,123865,108814201,108793515,5061
RightRawB,320,124244,108859826,108838976,5063
RightRawB,321,124674,108905437,108884430,5065
RightRawB,322,125049,108950898,108929884,5067
RightRawB,323,125432,108996297,108975338,5069
RightRawB,324,125807,109041342,109020793,5071
RightRawB,325,126197,109086359,109066247,5073
RightRawB,326,126574,109131315,109111701,5075
RightRawB,327,126964,109177902,109157162,5077
RightRawB,328,127311,109222667,109202616,5079
RightRawB,329,127719,109267759,109248070,5081
RightRawB,330,128105,109314231,109293524,5083
RightRawB,331,128490,109359869,109338979,5085
RightRawB,332,128877,109405282,109384433,5087
RightRawB,333,129245,109450839,109429887,5089
RightRawB,334,129636,109496102,109475348,5091
RightRawB,335,130020,109541700,109520802,5093
RightRawB,336,130413,109585850,109566256,5095
RightRawB,337,130795,109631338,109611710,5097
RightRawB,338,131180,109677932,109657165,5099
RightRawB,339,131563,109722697,109702619,5101
RightRawB,340,131940,109766397,109748073,5103
RightRawB,341,132330,109814261,109793534,5105
RightRawB,342,132710,109859886,109838988,5107
RightRawB,343,133096,109905292,109884442,5109
RightRawB,344,133473,109950343,109929896,5111
RightRawB,345,133865,109996125,109975351,5113
RightRawB,346,134237,110041409,110020805,5115
RightRawB,347,134632,110086405,110066259,5117
RightRawB,348,135007,110131368,110111720,5119
RightRawB,349,135388,110177969,110157174,5121
RightRawB,350,135771,110222734,110202628,5123
RightRawB,351,136144,110265887,110248082,5125
RightRawB,352,136537,110314291,110293537,5127
RightRawB,353,136927,110359922,110338991,5129
RightRawB,354,137319,110405383,110384445,5131
RightRawB,355,137697,110450489,110429906,5133
RightRawB,356,138086,110496141,110475360,5135
RightRawB,357,138472,110541691,110520814,5137
RightRawB,358,138853,110585910,110566268,5139
RightRawB,359,139235,110631405,110611723,5141
RightRawB,360,139616,110677985,110657177,5143
RightRawB,361,140011,110722764,110702631,5145
RightRawB,362,140396,110766457,110748092,5147
RightRawB,363,140789,110814321,110793546,5149
RightRawB,364,141168,110859952,110839000,5151
RightRawB,365,141599,110905468,110884454,5153
RightRawB,366,141977,110951004,110929909,5155
RightRawB,367,142363,110996178,110975363,5157
RightRawB,368,142745,111041537,111020817,5159
RightRawB,369,143135,111086479,111066278,5161
RightRawB,370,143517,111131428,111111732,5163
RightRawB,371,143910,111178022,111157186,5165
RightRawB,372,144261,111222794,111202640,5167
RightRawB,373,144670,111267866,111248095,5169
RightRawB,374,145060,111314351,111293549,5171
RightRawB,375,145449,111359334,111339003,5173
RightRawB,376,145838,111405416,111384464,5175
RightRawB,377,146209,111450426,111429918,5177
RightRawB,378,146605,111496208,111475372,5179
RightRawB,379,146992,111541772,111520826,5181
RightRawB,380,147389,111585970,111566281,5183
RightRawB,381,147776,111631465,111611735,5185
RightRawB,382,148161,111678052,111657189,5187
RightRawB,383,148548,111722817,111702650,5189
RightRawB,384,148930,111766510,111748104,5191
RightRawB,385,149323,111814381,111793558,5193
RightRawB,386,149708,111859398,111839012,5195
RightRawB,387,150100,111905405,111884467,5197
RightRawB,388,150482,111950422,111929921,5199
RightRawB,389,150878,111996238,111975382,5201
RightRawB,390,151256,112041515,112020836,5203
RightRawB,391,151649,112086532,112066290,5205
RightRawB,392,152030,112131474,112111744,5207
RightRawB,393,152415,112178082,112157198,5209
RightRawB,394,152800,112222847,112202652,5211
RightRawB,395,153177,112266007,112248107,5213
RightRawB,396,153572,112314404,112293568,5215
RightRawB,397,153954,112359407,112339022,5217
RightRawB,398,154345,112402861,112384476,5219
RightRawB,399,154722,112450705,112429930,5221
RightRawB,400,155155,112496275,112475384,5223
RightRawB,401,155537,112541811,112520838,5225
RightRawB,402,155928,112586030,112566293,5227
RightRawB,403,156313,112631525,112611754,5229
RightRawB,404,156695,112678119,112657208,5231
RightRawB,405,157085,112722877,112702662,5233
RightRawB,406,157466,112766597,112748116,5235
RightRawB,407,157859,112814434,112793570,5237
RightRawB,408,158243,112859471,112839024,5239
RightRawB,409,158633,112902891,112884479,5241
RightRawB,410,159009,112950741,112929940,5243
RightRawB,411,159393,112996298,112975394,5245
RightRawB,412,159776,113041588,113020848,5247
RightRawB,413,160163,113086599,113066302,5249
RightRawB,414,160545,113131548,113111756,5251
RightRawB,415,160929,113178149,113157210,5253
RightRawB,416,161316,113222914,113202665,5255
RightRawB,417,161725,113267644,113248126,5257
RightRawB,418,162115,113314464,113293580,5259
RightRawB,419,162504,113359454,113339034,5261
RightRawB,420,162893,113405147,113384488,5263
RightRawB,421,163266,113450533,113429942,5265
RightRawB,422,163663,113496328,113475396,5267
RightRawB,423,164047,113541632,113520851,5269
RightRawB,424,164447,113586089,113566312,5271
RightRawB,425,164832,113631571,113611766,5273
RightRawB,426,165216,113678165,113657220,5275
RightRawB,427,165602,113722943,113702674,5277
RightRawB,428,165982,113766629,113748128,5279
RightRawB,429,166375,113814494,113793582,5281
RightRawB,430,166758,113859524,113839037,5283
RightRawB,431,167148,113902958,113884498,5285
RightRawB,432,167528,113950781,113929952,5287
RightRawB,433,167923,113996365,113975406,5289
RightRawB,434,168296,114041641,114020860,5291
RightRawB,435,168691,114086693,114066314,5293
RightRawB,436,169069,114131696,114111768,5295
RightRawB,437,169456,114178202,114157229,5297
RightRawB,438,169839,114222967,114202684,5299
RightRawB,439,170215,114266127,114248138,5301
RightRawB,440,170609,114314523,114293592,5303
RightRawB,441,170999,114359513,114339046,5305
RightRawB,442,171392,114402981,114384500,5307
RightRawB,443,171772,114450831,114429954,5309
RightRawB,444,172159,114496142,114475415,5311
RightRawB,445,172546,114541685,114520870,5313
RightRawB,446,172930,114586143,114566324,5315
RightRawB,447,173313,114631679,114611778,5317
RightRawB,448,173696,114677986,114657232,5319
RightRawB,449,174089,114722997,114702686,5321
RightRawB,450,174473,114766696,114748140,5323
RightRawB,451,174866,114814547,114793601,5325
RightRawB,452,175244,114859598,114839056,5327
RightRawB,453,175638,114903011,114884510,5329
RightRawB,454,176013,114950622,114929964,5331
RightRawB,455,176438,114996165,114975418,5333
RightRawB,456,176818,115041674,115020872,5335
RightRawB,457,177208,115086712,115066326,5337
RightRawB,458,177590,115131702,115111787,5339
RightRawB,459,177981,115178009,115157242,5341
RightRawB,460,178333,115223027,115202696,5343
RightRawB,461,178740,115268071,115248150,5345
RightRawB,462,179128,115314570,115293604,5347
RightRawB,463,179515,115359573,115339058,5349
RightRawB,464,179902,115405280,115384512,5351
RightRawB,465,180273,115450659,115429973,5353
RightRawB,466,180669,115496195,115475428,5355
RightRawB,467,181055,115541725,115520882,5357
RightRawB,468,181453,115586202,115566336,5359
RightRawB,469,181837,115631684,115611790,5361
RightRawB,470,182220,115678039,115657244,5363
RightRawB,471,182607,115723063,115702705,5365
RightRawB,472,182987,115766736,115748159,5367
RightRawB,473,183377,115811746,115793614,5369
RightRawB,474,183761,115859624,115839068,5371
RightRawB,475,184152,115903071,115884522,5373
RightRawB,476,184533,115950696,115929976,5375
RightRawB,477,184927,115996232,115975430,5377
RightRawB,478,185303,116041782,116020891,5379
RightRawB,479,185695,116086765,116066345,5381
RightRawB,480,186073,116131762,116111800,5383
RightRawB,481,186458,116178076,116157254,5385
RightRawB,482,186842,116223093,116202708,5387
RightRawB,483,187220,116266254,116248162,5389
RightRawB,484,187613,116311735,116293616,5391
RightRawB,485,187996,116359640,116339077,5393
RightRawB,486,188387,116403101,116384531,5395
RightRawB,487,188762,116450726,116429986,5397
RightRawB,488,189195,116496255,116475440,5399
RightRawB,489,189577,116541784,116520894,5401
RightRawB,490,189968,116586269,116566348,5403
RightRawB,491,190350,116631819,116611802,5405
RightRawB,492,190730,116678106,116657263,5407
RightRawB,493,191120,116723116,116702717,5409
RightRawB,494,191499,116766802,116748171,5411
RightRawB,495,191891,116811813,116793626,5413
RightRawB,496,192274,116859704,116839080,5415
RightRawB,497,192665,116903131,116884534,5417
RightRawB,498,193042,116950735,116929988,5419
RightRawB,499,193425,116996292,116975449,5421
RightRawB,500,193810,117041794,117020903,5423
RightRawB,501,194198,117086825,117066357,5425
RightRawB,502,194581,117131842,117111812,5427
RightRawB,503,194964,117178136,117157266,5429
RightRawB,504,195355,117223153,117202720,5431
RightRawB,505,195764,117268177,117248174,5433
RightRawB,506,196155,117313072,117293635,5435
RightRawB,507,196544,117359693,117339089,5437
RightRawB,508,196933,117405414,117384543,5439
RightRawB,509,197306,117450793,117429998,5441
RightRawB,510,197702,117496315,117475452,5443
RightRawB,511,198090,117541844,117520906,5445
RightRawB,512,198488,117586329,117566367,5447
RightRawB,513,198874,117631790,117611821,5449
RightRawB,514,199257,117678166,117657275,5451
RightRawB,515,199646,117723176,117702729,5453
RightRawB,516,200026,117766849,117748184,5455
RightRawB,517,200418,117811927,117793638,5457
RightRawB,518,200803,117859744,117839092,5459
RightRawB,519,201195,117903197,117884553,5461
RightRawB,520,201577,117950829,117930007,5463
RightRawB,521,201971,117996352,117975461,5465
RightRawB,522,202348,118041615,118020915,5467
RightRawB,523,202742,118087014,118066370,5469
RightRawB,524,203123,118132114,118111824,5471
RightRawB,525,203508,118178189,118157278,5473
RightRawB,526,203893,118223213,118202739,5475
RightRawB,527,204271,118266367,118248193,5477
RightRawB,528,204666,118311848,118293647,5479
RightRawB,529,205049,118359746,118339101,5481
RightRawB,530,205441,118403214,118384556,5483
RightRawB,531,205816,118450846,118430010,5485
RightRawB,532,206252,118496375,118475464,5487
RightRawB,533,206637,118541891,118520925,5489
RightRawB,534,207030,118586389,118566379,5491
RightRawB,535,207415,118631898,118611833,5493
RightRawB,536,207797,118678219,118657287,5495
RightRawB,537,208190,118723236,118702742,5497
RightRawB,538,208570,118766909,118748196,5499
RightRawB,539,208964,118811919,118793650,5501
RightRawB,540,209350,118859817,118839111,5503
RightRawB,541,209742,118903251,118884565,5505
RightRawB,542,210123,118950862,118930019,5507
RightRawB,543,210508,118996405,118975473,5509
RightRawB,544,210893,119041648,119020928,5511
RightRawB,545,211282,119086931,119066382,5513
RightRawB,546,211667,119132167,119111836,5515
RightRawB,547,212049,119178249,119157297,5517
RightRawB,548,212440,119223266,119202751,5519
RightRawB,549,212812,119266427,119248205,5521
RightRawB,550,213241,119313178,119293659,5523
RightRawB,551,213636,119359799,119339114,5525
RightRawB,552,214025,119405540,119384568,5527
RightRawB,553,214400,119450899,119430022,5529
RightRawB,554,214797,119496435,119475483,5531
RightRawB,555,215184,119541684,119520937,5533
RightRawB,556,215585,119586449,119566391,5535
RightRawB,557,215973,119631889,119611845,5537
RightRawB,558,216355,119676941,119657300,5539
RightRawB,559,216744,119723303,119702754,5541
RightRawB,560,217128,119766962,119748208,5543
RightRawB,561,217518,119811979,119793669,5545
RightRawB,562,217905,119859863,119839123,5547
RightRawB,563,218296,119903304,119884577,5549
RightRawB,564,218676,119950915,119930031,5551
RightRawB,565,219059,119995509,119975486,5553
RightRawB,566,219442,120041707,120020940,5555
RightRawB,567,219832,120086984,120066394,5557
RightRawB,568,220214,120132227,120111855,5559
RightRawB,569,220600,120176971,120157309,5561
RightRawB,570,220988,120223326,120202763,5563
RightRawB,571,221359,120266486,120248217,5565
RightRawB,572,221789,120312910,120293672,5567
RightRawB,573,222179,120359859,120339126,5569
RightRawB,574,222570,120403340,120384587,5571
RightRawB,575,222948,120450979,120430041,5573
RightRawB,576,223342,120496304,120475495,5575
RightRawB,577,223725,120541744,120520949,5577
RightRawB,578,224120,120586509,120566403,5579
RightRawB,579,224499,120631963,120611858,5581
RightRawB,580,224885,120677008,120657312,5583
RightRawB,581,225277,120723356,120702773,5585
RightRawB,582,225658,120767015,120748227,5587
RightRawB,583,226050,120812100,120793681,5589
RightRawB,584,226431,120859937,120839135,5591
RightRawB,585,226827,120903370,120884589,5593
RightRawB,586,227204,120951016,120930044,5595
RightRawB,587,227631,120996143,120975498,5597
RightRawB,588,228013,121041767,121020959,5599
RightRawB,589,228406,121087044,121066413,5601
RightRawB,590,228790,121132280,121111867,5603
RightRawB,591,229183,121177993,121157321,5605
RightRawB,592,229537,121223393,121202775,5607
RightRawB,593,229908,121266546,121248230,5609
RightRawB,594,230337,121313284,121293684,5611
RightRawB,595,230727,121359912,121339145,5613
RightRawB,596,231118,121404923,121384599,5615
RightRawB,597,231491,121450595,121430053,5617
RightRawB,598,231887,121495599,121475507,5619
RightRawB,599,232273,121541811,121520961,5621
RightRawB,600,232673,121586569,121566415,5623
RightRawB,601,233061,121632016,121611870,5625
RightRawB,602,233444,121677129,121657331,5627
RightRawB,603,233835,121723423,121702785,5629
RightRawB,604,234216,121767068,121748239,5631
RightRawB,605,234610,121812310,121793693,5633
RightRawB,606,234999,121859970,121839147,5635
RightRawB,607,235392,121903430,121884601,5637
RightRawB,608,235774,121950646,121930056,5639
RightRawB,609,236171,121995622,121975517,5641
RightRawB,610,236548,122041827,122020971,5643
RightRawB,611,236941,122087083,122066425,5645
RightRawB,612,237321,122132353,122111879,5647
RightRawB,613,237704,122177091,122157333,5649
RightRawB,614,238092,122223453,122202787,5651
RightRawB,615,238470,122266606,122248242,5653
RightRawB,616,238866,122312074,122293703,5655
RightRawB,617,239259,122359972,122339157,5657
RightRawB,618,239654,122403467,122384611,5659
RightRawB,619,240034,122450710,122430065,5661
RightRawB,620,240422,122495652,122475519,5663
RightRawB,621,240812,122541864,122520973,5665
RightRawB,622,241198,122586622,122566434,5667
RightRawB,623,241584,122632097,122611889,5669
RightRawB,624,241967,122677121,122657343,5671
RightRawB,625,242364,122723476,122702797,5673
RightRawB,626,242750,122767128,122748251,5675
RightRawB,627,243143,122812118,122793705,5677
RightRawB,628,243525,122860050,122839159,5679
RightRawB,629,243919,122903490,122884620,5681
RightRawB,630,244297,122950706,122930075,5683
RightRawB,631,244723,122996249,122975529,5685
RightRawB,632,245107,123041908,123020983,5687
RightRawB,633,245500,123087205,123066437,5689
RightRawB,634,245880,123132618,123111891,5691
RightRawB,635,246273,123178093,123157345,5693
RightRawB,636,246626,123223506,123202806,5695
RightRawB,637,246997,123266666,123248261,5697
RightRawB,638,247424,123313390,123293715,5699
RightRawB,639,247814,123360032,123339169,5701
RightRawB,640,248203,123405043,123384623,5703
RightRawB,641,248576,123450777,123430077,5705
RightRawB,642,248971,123495719,123475531,5707
RightRawB,643,249358,123541924,123520992,5709
RightRawB,644,249757,123586695,123566447,5711
RightRawB,645,250141,123632156,123611901,5713
RightRawB,646,250524,123677187,123657355,5715
RightRawB,647,250912,123723536,123702809,5717
RightRawB,648,251292,123767174,123748263,5719
RightRawB,649,251682,123812212,123793717,5721
RightRawB,650,252066,123860083,123839178,5723
RightRawB,651,252457,123903543,123884633,5725
RightRawB,652,252836,123950814,123930087,5727
RightRawB,653,253231,123995742,123975541,5729
RightRawB,654,253607,124041954,124020995,5731
RightRawB,655,254000,124087190,124066449,5733
RightRawB,656,254378,124132698,124111903,5735
RightRawB,657,254761,124177210,124157364,5737
RightRawB,658,255146,124223573,124202819,5739
RightRawB,659,255524,124266733,124248273,5741
